500 100 1000 500
435.0248684698967 72.14646497395114 0.8537011232032836 163.99268399385716 256.0460368886122 
171.29979436324717 98.8299112726247 0.6885150027853346 95.82655043245843 233.56742871239476 
148.3267630491965 32.61361436993846 0.87399143306619 137.1176062000619 68.03924964366995 
13.840896305890304 32.61713409871266 0.8003035948910704 45.60573839875817 126.33705054090618 
52.9227741749011 83.68803961286604 0.5296921017855625 145.07770274347428 78.4908657255971 
455.29696820478034 15.540569365601941 1.747901649621664 145.5148128217515 130.21927443208946 
401.3226611548873 15.455325268076692 0.8959309395300488 24.081689118785285 343.0736455430513 
103.09378404008096 66.86490403546155 0.6677809570256865 103.28346784426718 77.10855218649787 
363.6317555324579 74.91529873980068 0.5654204465359733 53.66921065039898 194.45740426002408 
442.6208913351439 93.40728904536195 0.9655566520870424 154.40662657552767 105.00471229901646 
57.74853905219612 52.76538119388867 1.9486571907780066 87.18496329785573 328.19384995129786 
258.89822921790443 41.76792730724115 0.5858981864222702 150.5182573672954 276.51926368886046 
21.111628551209016 60.361583415462135 1.0054205507482834 91.9174970676024 48.499068512148895 
426.9883837989808 56.04437467488444 0.7983223585640125 73.69040356714534 289.7233180920607 
155.21773544960354 39.72299330619274 1.6705693262326722 37.5248761859583 55.410094349404304 
15.142937593897454 94.68535182691092 0.8778185190354111 85.47699823073762 243.55083743810536 
488.9338278111855 48.793871110252816 1.81590591196918 144.96644906332514 210.31113473448667 
290.613240950897 0.9988916003757398 0.6109557110179351 37.50319782327695 270.0529691400793 
444.52351005737853 66.53031762034131 1.7305345274145167 175.64532629151327 206.20788412110704 
167.6268496593188 26.685423139194896 0.9541497846194695 95.5878508902972 260.91720265098473 
431.61528848323695 84.68483239477462 1.8408036503483187 69.51502838274718 125.3123894603953 
431.19530301698114 76.18470950427033 0.7818314920789253 149.64098441170725 170.31985581573028 
386.6628875868455 70.90336389580945 1.0438472993593813 14.680983857100841 328.13408254295234 
431.4725565656439 63.22496158765666 1.053514129290293 106.82212648489146 137.19883299717105 
107.33033713504564 81.67018112970204 1.7295877356518128 152.78117650471373 8.321354585553514 
269.617745697325 13.877231289505431 0.5633631414024074 126.81083138455263 131.04931885641165 
19.271752625277195 39.229112644411714 1.71786802247714 121.14737000006352 336.95310639364584 
487.7384213070924 82.76100133261824 1.8534761155599782 92.90819990205138 284.86637838040855 
488.3324939943019 14.642826065913495 0.9415871904075979 50.16962536392737 59.566570499781754 
119.38210611439432 53.54639085005242 1.3610592507947565 44.57372114744158 139.1706009815444 
280.50422203154903 74.36087166701766 1.0320229938029648 47.27829315816295 1.3844683574030947 
330.552115017909 49.38538444386295 1.212656417200574 52.4086336058743 227.27469896391065 
383.45398088234026 29.821687907162264 1.043435246754824 156.39655787050464 257.8315868579297 
434.82521860585086 31.26904868294742 1.5193500718991217 147.8414047236003 30.776680749719695 
209.15384374507045 62.38618753572703 0.5770398615738402 170.73682892846753 223.61793280370688 
407.0713477767253 39.604753009431434 1.0081587211944796 52.66171249890956 47.657572610891926 
202.98646077959242 97.62260042986797 1.6545190533043979 118.86029989980649 233.01348763585906 
275.40590539101345 91.7249948252037 1.5121237956641354 10.576658667603185 23.628637415961528 
299.1243834165751 76.05078714885788 1.1142044469988068 54.6392447852186 312.743929660343 
225.14717111902704 16.360955736610315 0.7549462315036801 127.0347905149886 296.52880974838956 
487.1697942028331 88.10651732872553 1.945993127880754 22.827170590329608 135.38075038110023 
227.057671821968 22.321467334783172 1.4841902630902442 84.02344004402454 133.89402045068974 
14.752543103227488 67.7199219106507 1.9841520433259667 82.88186079576472 7.786813315953434 
168.5043584910398 93.90240463202701 1.2805241557681353 15.155458906742268 358.76983336705 
54.667351221045216 84.16461743442707 0.6119101707548582 74.00516511567758 233.3876072181341 
290.266409305158 72.48536231518715 1.7485808313510978 43.26854308259623 143.42594129678267 
380.79180028666326 32.30402462377593 1.2577910221095185 132.80764972684386 135.31294113530222 
332.04144337469523 50.90780785443084 1.4556589358829917 11.728318571902348 46.50140276161454 
117.75224293297532 34.48043292765629 0.9367824284791171 84.46725249038701 80.27029157119799 
51.76212629977911 55.5331182798816 1.5091712553152425 89.73771153606783 85.15978715710224 
165.4485876962588 80.98088034600758 1.7739634575382006 113.91171345044955 212.4345699791252 
281.3773449003449 22.63801823512339 1.654027004493274 155.6422570947881 16.37854842455363 
3.6863583825237356 43.59045346853816 1.4787784280773328 149.9310672527276 141.1556074834603 
380.3634930829679 58.64748722275681 1.3087818082525045 70.9398092137017 165.73247349026823 
